string_interactions
#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
PIK3R2,EGFR,9606.ENSP00000222254,9606.ENSP00000275493,0,0,0,0,0.044,0.848,0.900,0.623,0.993
PIK3R2,PIK3R3,9606.ENSP00000222254,9606.ENSP00000262741,0,0,0.049,0.971,0.049,0.835,0.900,0.957,0.999
PIK3R2,PIK3CA,9606.ENSP00000222254,9606.ENSP00000263967,0,0,0,0,0,0.881,0.922,0.996,0.999
PIK3R3,IL2RB,9606.ENSP00000262741,9606.ENSP00000216223,0,0,0,0,0,0,0.400,0.091,0.431
PIK3R3,PIK3R2,9606.ENSP00000262741,9606.ENSP00000222254,0,0,0.049,0.971,0.049,0.835,0.900,0.957,0.999
PIK3R3,IL2,9606.ENSP00000262741,9606.ENSP00000226730,0,0,0,0,0,0,0.400,0.108,0.441
PIK3R3,IL5,9606.ENSP00000262741,9606.ENSP00000231454,0,0,0,0,0,0,0.400,0.214,0.508
PIK3R3,RRAS2,9606.ENSP00000262741,9606.ENSP00000256196,0,0,0,0,0,0.054,0.650,0.186,0.707
PIK3R3,PDGFRA,9606.ENSP00000262741,9606.ENSP00000257290,0,0,0,0,0,0.266,0.900,0.231,0.938
PIK3R3,PDGFRB,9606.ENSP00000262741,9606.ENSP00000261799,0,0,0,0,0,0.472,0.900,0.220,0.955
PIK3R3,IL5RA,9606.ENSP00000262741,9606.ENSP00000412209,0,0,0,0,0.042,0,0.400,0.059,0.411
PIK3R3,CSF2,9606.ENSP00000262741,9606.ENSP00000296871,0,0,0,0,0,0,0.400,0.068,0.416
PIK3R3,IL3,9606.ENSP00000262741,9606.ENSP00000296870,0,0,0,0,0,0,0.400,0.072,0.419
PIK3R3,IL7,9606.ENSP00000262741,9606.ENSP00000263851,0,0,0,0,0,0,0.500,0.071,0.515
PIK3R3,STAT3,9606.ENSP00000262741,9606.ENSP00000264657,0,0,0,0,0,0.421,0,0.316,0.587
PIK3R3,SOCS5,9606.ENSP00000262741,9606.ENSP00000305133,0,0,0,0,0,0,0.540,0.153,0.593
PIK3R3,GRB2,9606.ENSP00000262741,9606.ENSP00000376345,0,0,0,0.613,0,0.338,0.400,0.202,0.655
PIK3R3,IL6ST,9606.ENSP00000262741,9606.ENSP00000370698,0,0,0,0,0,0,0.900,0.052,0.901
PIK3R3,IFNGR1,9606.ENSP00000262741,9606.ENSP00000356713,0,0,0,0,0,0,0.900,0.097,0.905
PIK3R3,RAF1,9606.ENSP00000262741,9606.ENSP00000401888,0,0,0,0,0.049,0.093,0.900,0.120,0.913
PIK3R3,RAP1A,9606.ENSP00000262741,9606.ENSP00000358723,0,0,0,0,0,0.054,0.900,0.205,0.918
PIK3R3,JAK1,9606.ENSP00000262741,9606.ENSP00000499900,0,0,0,0,0,0.093,0.900,0.469,0.947
PIK3R3,EGFR,9606.ENSP00000262741,9606.ENSP00000275493,0,0,0,0,0,0.810,0.900,0.554,0.990
PIK3R3,PIK3CA,9606.ENSP00000262741,9606.ENSP00000263967,0,0,0,0,0,0.881,0.944,0.994,0.999
PLA2G4B,MAPK1,9606.ENSP00000396045,9606.ENSP00000215832,0,0,0,0,0.049,0,0.900,0.082,0.905
PLA2G4B,GNA12,9606.ENSP00000396045,9606.ENSP00000275364,0,0,0,0,0,0.055,0.650,0,0.655
PLA2G4B,PRKCA,9606.ENSP00000396045,9606.ENSP00000408695,0,0,0,0,0.061,0,0.650,0.131,0.689
PPM1B,PPP2CB,9606.ENSP00000282412,9606.ENSP00000221138,0,0,0,0,0.116,0.107,0,0.760,0.794
PPM1B,DUSP3,9606.ENSP00000282412,9606.ENSP00000226004,0,0,0,0,0.049,0.071,0,0.456,0.478
PPM1B,STAT3,9606.ENSP00000282412,9606.ENSP00000264657,0,0,0,0,0.053,0,0.500,0.112,0.543
PPM1B,GRB2,9606.ENSP00000282412,9606.ENSP00000376345,0,0,0,0,0.044,0.238,0.500,0,0.603
PPM1B,CHUK,9606.ENSP00000282412,9606.ENSP00000359424,0,0,0,0,0.276,0.699,0,0.287,0.831
PPP2CB,CACNG3,9606.ENSP00000221138,9606.ENSP00000005284,0,0,0,0,0,0,0.650,0,0.650
PPP2CB,MAPK1,9606.ENSP00000221138,9606.ENSP00000215832,0,0,0,0,0.129,0.129,0.900,0.474,0.954
PPP2CB,EGF,9606.ENSP00000221138,9606.ENSP00000265171,0,0,0,0,0.054,0,0.400,0.067,0.424
PPP2CB,MAP4K4,9606.ENSP00000221138,9606.ENSP00000343658,0,0,0,0,0.060,0.422,0,0,0.433
PPP2CB,ARAF,9606.ENSP00000221138,9606.ENSP00000290277,0,0,0,0,0,0.097,0.400,0.090,0.463
PPP2CB,RAF1,9606.ENSP00000221138,9606.ENSP00000401888,0,0,0,0,0.049,0.132,0.400,0.090,0.489
PPP2CB,EGFR,9606.ENSP00000221138,9606.ENSP00000275493,0,0,0,0,0,0.150,0.400,0.147,0.527
PPP2CB,GRB2,9606.ENSP00000221138,9606.ENSP00000376345,0,0,0,0,0.090,0.068,0.500,0.070,0.553
PPP2CB,MAPT,9606.ENSP00000221138,9606.ENSP00000340820,0,0,0,0,0,0.535,0,0.095,0.561
PPP2CB,BRAF,9606.ENSP00000221138,9606.ENSP00000419060,0,0,0,0,0.049,0.276,0.400,0.116,0.586
PPP2CB,PPM1B,9606.ENSP00000221138,9606.ENSP00000282412,0,0,0,0,0.116,0.107,0,0.760,0.794
PPP2CB,NFKB1,9606.ENSP00000221138,9606.ENSP00000226574,0,0,0,0,0.063,0.127,0.900,0.122,0.918
PPP2CB,PRKCA,9606.ENSP00000221138,9606.ENSP00000408695,0,0,0,0,0.049,0.071,0.900,0.205,0.920
PPP2CB,MAP2K2,9606.ENSP00000221138,9606.ENSP00000262948,0,0,0,0,0.121,0.104,0.900,0.115,0.921
PPP2CB,MAP2K1,9606.ENSP00000221138,9606.ENSP00000302486,0,0,0,0,0.147,0.104,0.900,0.169,0.928
PRKACA,CACNG3,9606.ENSP00000309591,9606.ENSP00000005284,0,0,0,0,0,0,0.650,0,0.650
PRKACA,MAPK1,9606.ENSP00000309591,9606.ENSP00000215832,0,0,0,0.610,0.083,0.098,0.900,0.249,0.929
PRKACA,NFKB1,9606.ENSP00000309591,9606.ENSP00000226574,0,0,0,0,0.070,0.045,0.900,0.451,0.944
PRKACA,IL2,9606.ENSP00000309591,9606.ENSP00000226730,0,0,0,0,0.086,0.070,0,0.368,0.415
PRKACA,CCND1,9606.ENSP00000309591,9606.ENSP00000227507,0,0,0,0,0.067,0,0,0.468,0.483
PRKACA,IFNG,9606.ENSP00000309591,9606.ENSP00000229135,0,0,0,0,0,0,0,0.447,0.447
PRKACA,IL5,9606.ENSP00000309591,9606.ENSP00000231454,0,0,0,0,0,0,0.400,0.223,0.513
PRKACA,CREBBP,9606.ENSP00000309591,9606.ENSP00000262367,0,0,0,0,0.042,0,0.650,0.549,0.835
PRKACA,MAP2K2,9606.ENSP00000309591,9606.ENSP00000262948,0,0,0,0.646,0.072,0.091,0.900,0.118,0.915
PRKACA,EP300,9606.ENSP00000309591,9606.ENSP00000263253,0,0,0,0,0.047,0,0.650,0.589,0.851
PRKACA,ATF2,9606.ENSP00000309591,9606.ENSP00000264110,0,0,0,0,0,0.094,0.650,0.355,0.777
PRKACA,STAT3,9606.ENSP00000309591,9606.ENSP00000264657,0,0,0,0,0.056,0,0,0.489,0.497
PRKACA,EGF,9606.ENSP00000309591,9606.ENSP00000265171,0,0,0,0,0,0,0,0.552,0.552
PRKACA,RASA1,9606.ENSP00000309591,9606.ENSP00000274376,0,0,0,0,0.068,0,0,0.389,0.407
PRKACA,GNA12,9606.ENSP00000309591,9606.ENSP00000275364,0,0,0,0,0.069,0.071,0,0.495,0.525
PRKACA,EGFR,9606.ENSP00000309591,9606.ENSP00000275493,0,0,0,0.594,0.042,0.510,0,0.427,0.707
PRKACA,ARAF,9606.ENSP00000309591,9606.ENSP00000290277,0,0,0,0.587,0.072,0.088,0.900,0.123,0.915
PRKACA,IL3,9606.ENSP00000309591,9606.ENSP00000296870,0,0,0,0,0,0,0.400,0.213,0.507
PRKACA,CSF2,9606.ENSP00000309591,9606.ENSP00000296871,0,0,0,0,0,0,0.400,0.272,0.544
PRKACA,PRL,9606.ENSP00000309591,9606.ENSP00000302150,0,0,0,0,0,0,0,0.446,0.446
PRKACA,MAP2K1,9606.ENSP00000309591,9606.ENSP00000302486,0,0,0.096,0.655,0.060,0.091,0.900,0.232,0.929
PRKACA,FOS,9606.ENSP00000309591,9606.ENSP00000306245,0,0,0,0,0,0.086,0.900,0.594,0.959
PRKACA,IL5RA,9606.ENSP00000309591,9606.ENSP00000412209,0,0,0,0,0,0,0.400,0,0.400
PRKACA,PRKCA,9606.ENSP00000309591,9606.ENSP00000408695,0,0,0,0.872,0.047,0,0,0.420,0.423
PRKACA,MYC,9606.ENSP00000309591,9606.ENSP00000478887,0,0,0,0,0,0.067,0,0.486,0.500
PRKACA,GRB2,9606.ENSP00000309591,9606.ENSP00000376345,0,0,0,0,0.060,0,0,0.556,0.564
PRKACA,NF1,9606.ENSP00000309591,9606.ENSP00000351015,0,0,0,0,0,0.152,0,0.634,0.676
PRKACA,CDC25C,9606.ENSP00000309591,9606.ENSP00000321656,0,0,0,0,0,0,0.900,0.183,0.914
PRKACA,MAPT,9606.ENSP00000309591,9606.ENSP00000340820,0,0,0,0,0.047,0.855,0,0.434,0.915
PRKACA,BRAF,9606.ENSP00000309591,9606.ENSP00000419060,0,0,0,0.596,0.054,0.088,0.900,0.204,0.922
PRKACA,RAF1,9606.ENSP00000309591,9606.ENSP00000401888,0,0,0,0.588,0.054,0.088,0.900,0.216,0.923
PRKACA,ATF4,9606.ENSP00000309591,9606.ENSP00000336790,0,0,0,0,0,0,0.900,0.291,0.926
PRKACA,RASGRF1,9606.ENSP00000309591,9606.ENSP00000405963,0,0,0,0,0,0.129,0.900,0.240,0.928
PRKACA,RAP1A,9606.ENSP00000309591,9606.ENSP00000358723,0,0,0,0,0.068,0.129,0.900,0.343,0.939
PRKCA,MAPK1,9606.ENSP00000408695,9606.ENSP00000215832,0,0,0,0.594,0.127,0.102,0.900,0.233,0.931
PRKCA,SOS 2,9606.ENSP00000408695,9606.ENSP00000216373,0,0,0,0,0.049,0,0,0.514,0.518
PRKCA,PPP2CB,9606.ENSP00000408695,9606.ENSP00000221138,0,0,0,0,0.049,0.071,0.900,0.205,0.920
PRKCA,NFKB1,9606.ENSP00000408695,9606.ENSP00000226574,0,0,0,0,0.091,0.091,0,0.684,0.716
PRKCA,CCND1,9606.ENSP00000408695,9606.ENSP00000227507,0,0,0,0,0.066,0,0,0.446,0.460
PRKCA,DUSP1,9606.ENSP00000408695,9606.ENSP00000239223,0,0,0,0,0.076,0,0,0.504,0.522
PRKCA,RRAS2,9606.ENSP00000408695,9606.ENSP00000256196,0,0,0,0,0.060,0,0.900,0.105,0.908
PRKCA,EP300,9606.ENSP00000408695,9606.ENSP00000263253,0,0,0,0,0.054,0.510,0,0.303,0.649
PRKCA,PIK3CA,9606.ENSP00000408695,9606.ENSP00000263967,0,0,0,0,0.049,0.115,0,0.606,0.640
PRKCA,ATF2,9606.ENSP00000408695,9606.ENSP00000264110,0,0,0,0,0.056,0,0.650,0.187,0.708
PRKCA,STAT3,9606.ENSP00000408695,9606.ENSP00000264657,0,0,0,0,0.056,0,0,0.638,0.644
PRKCA,EGF,9606.ENSP00000408695,9606.ENSP00000265171,0,0,0,0,0,0,0,0.479,0.479
PRKCA,RASA1,9606.ENSP00000408695,9606.ENSP00000274376,0,0,0,0,0.067,0.100,0.500,0.501,0.762
PRKCA,EGFR,9606.ENSP00000408695,9606.ENSP00000275493,0,0,0,0.562,0.049,0.788,0,0.693,0.932
PRKCA,ARAF,9606.ENSP00000408695,9606.ENSP00000290277,0,0,0,0.579,0.044,0.050,0.900,0.077,0.904
PRKCA,FOS,9606.ENSP00000408695,9606.ENSP00000306245,0,0,0,0,0.049,0,0.900,0.480,0.946
PRKCA,PRKACA,9606.ENSP00000408695,9606.ENSP00000309591,0,0,0,0.872,0.047,0,0,0.420,0.423
PRKCA,ATF4,9606.ENSP00000408695,9606.ENSP00000336790,0,0,0,0,0,0,0.650,0.143,0.687
PRKCA,MAPT,9606.ENSP00000408695,9606.ENSP00000340820,0,0,0,0,0.074,0.314,0,0.202,0.448
PRKCA,CHUK,9606.ENSP00000408695,9606.ENSP00000359424,0,0,0,0.571,0.063,0.298,0,0.486,0.633
PRKCA,ELK1,9606.ENSP00000408695,9606.ENSP00000366182,0,0,0,0,0.094,0,0.900,0.108,0.912
PRKCA,JMJD7-PLA2G4B,9606.ENSP00000408695,9606.ENSP00000371886,0,0,0,0,0,0,0.650,0,0.650
PRKCA,GRB2,9606.ENSP00000408695,9606.ENSP00000376345,0,0,0,0,0.081,0.091,0,0.632,0.665
PRKCA,PLA2G4B,9606.ENSP00000408695,9606.ENSP00000396045,0,0,0,0,0.061,0,0.650,0.131,0.689
PRKCA,RAF1,9606.ENSP00000408695,9606.ENSP00000401888,0,0,0,0.580,0.042,0.050,0.900,0.199,0.917
PRKCA,JAK1,9606.ENSP00000408695,9606.ENSP00000499900,0,0,0,0.556,0.104,0.298,0,0.126,0.402
PRKCA,MYC,9606.ENSP00000408695,9606.ENSP00000478887,0,0,0,0,0.080,0.124,0,0.448,0.516
PRKCA,BRAF,9606.ENSP00000408695,9606.ENSP00000419060,0,0,0,0.574,0,0.298,0.900,0.181,0.937
PRL,OSM,9606.ENSP00000302150,9606.ENSP00000215781,0,0,0,0,0,0,0,0.590,0.590
PRL,IL2RB,9606.ENSP00000302150,9606.ENSP00000216223,0,0,0,0,0,0,0.650,0.058,0.656
PRL,EPOR,9606.ENSP00000302150,9606.ENSP00000222139,0,0,0,0,0,0,0.650,0.470,0.806
PRL,CSF3,9606.ENSP00000302150,9606.ENSP00000225474,0,0,0,0,0,0,0.900,0.336,0.930
PRL,IL2,9606.ENSP00000302150,9606.ENSP00000226730,0,0,0,0,0,0,0,0.479,0.479
PRL,CCND1,9606.ENSP00000302150,9606.ENSP00000227507,0,0,0,0,0,0,0,0.574,0.574
PRL,IL10RA,9606.ENSP00000302150,9606.ENSP00000227752,0,0,0,0,0,0,0.650,0,0.650
PRL,IFNG,9606.ENSP00000302150,9606.ENSP00000229135,0,0,0,0,0,0,0,0.480,0.480
PRL,IL5,9606.ENSP00000302150,9606.ENSP00000231454,0,0,0,0,0,0,0,0.531,0.531
PRL,IL9R,9606.ENSP00000302150,9606.ENSP00000244174,0,0,0,0,0.047,0,0.650,0,0.652
PRL,EPO,9606.ENSP00000302150,9606.ENSP00000252723,0,0,0,0,0.042,0,0.900,0.514,0.949
PRL,PDGFRA,9606.ENSP00000302150,9606.ENSP00000257290,0,0,0,0,0.042,0,0.650,0.159,0.693
PRL,CCND2,9606.ENSP00000302150,9606.ENSP00000261254,0,0,0,0,0,0,0,0.451,0.451
PRL,PDGFRB,9606.ENSP00000302150,9606.ENSP00000261799,0,0,0,0,0,0,0.650,0.176,0.699
PRL,IL12RB2,9606.ENSP00000302150,9606.ENSP00000262345,0,0,0,0,0,0,0.650,0.113,0.676
PRL,IL27RA,9606.ENSP00000302150,9606.ENSP00000263379,0,0,0,0,0,0,0.650,0.127,0.681
PRL,IL11,9606.ENSP00000302150,9606.ENSP00000264563,0,0,0,0,0.042,0,0,0.546,0.547
PRL,STAT3,9606.ENSP00000302150,9606.ENSP00000264657,0,0,0,0,0,0,0.500,0.533,0.756
PRL,EGF,9606.ENSP00000302150,9606.ENSP00000265171,0,0,0,0,0,0,0,0.741,0.741
PRL,IFNAR1,9606.ENSP00000302150,9606.ENSP00000270139,0,0,0.202,0,0,0,0.650,0.081,0.720
PRL,IL22RA1,9606.ENSP00000302150,9606.ENSP00000270800,0,0,0,0,0,0,0.650,0.046,0.651
PRL,OSMR,9606.ENSP00000302150,9606.ENSP00000274276,0,0,0,0,0,0,0.650,0.095,0.669
PRL,EGFR,9606.ENSP00000302150,9606.ENSP00000275493,0,0,0,0,0,0,0.650,0.761,0.912
PRL,IL10RB,9606.ENSP00000302150,9606.ENSP00000290200,0,0,0,0,0,0,0.650,0,0.650
PRL,STAT5B,9606.ENSP00000302150,9606.ENSP00000293328,0,0,0,0,0,0,0.500,0.823,0.907
PRL,IL3,9606.ENSP00000302150,9606.ENSP00000296870,0,0,0,0,0.056,0,0,0.394,0.404
PRL,IL22RA2,9606.ENSP00000302150,9606.ENSP00000296980,0,0,0,0,0,0,0.650,0,0.650
PRL,PRKACA,9606.ENSP00000302150,9606.ENSP00000309591,0,0,0,0,0,0,0,0.446,0.446
PRL,FOS,9606.ENSP00000302150,9606.ENSP00000306245,0,0,0,0,0,0,0,0.532,0.532
PRL,IL20RA,9606.ENSP00000302150,9606.ENSP00000314976,0,0,0,0,0,0,0.650,0,0.650
PRL,IL5RA,9606.ENSP00000302150,9606.ENSP00000412209,0,0,0,0,0,0,0.650,0.081,0.664
PRL,IFNGR1,9606.ENSP00000302150,9606.ENSP00000356713,0,0,0,0,0,0,0.650,0.089,0.667
PRL,IL6ST,9606.ENSP00000302150,9606.ENSP00000370698,0,0,0,0,0,0,0.650,0.139,0.685
PRL,JAK1,9606.ENSP00000302150,9606.ENSP00000499900,0,0,0,0,0,0,0.650,0.352,0.763
PYDC1,MYC,9606.ENSP00000304336,9606.ENSP00000478887,0,0,0,0,0.055,0,0,0.419,0.427
PYDC1,CHUK,9606.ENSP00000304336,9606.ENSP00000359424,0,0,0,0,0,0.095,0.540,0.486,0.767
RAF1,MAPK1,9606.ENSP00000401888,9606.ENSP00000215832,0,0,0,0.588,0.115,0.800,0.700,0.593,0.975
RAF1,SOS 2,9606.ENSP00000401888,9606.ENSP00000216373,0,0,0,0,0.064,0.084,0,0.613,0.640
RAF1,PPP2CB,9606.ENSP00000401888,9606.ENSP00000221138,0,0,0,0,0.049,0.132,0.400,0.090,0.489
RAF1,PIK3R2,9606.ENSP00000401888,9606.ENSP00000222254,0,0,0,0,0.082,0.093,0.900,0.206,0.925
RAF1,NFKB1,9606.ENSP00000401888,9606.ENSP00000226574,0,0,0,0,0.072,0.095,0.900,0.370,0.940
RAF1,CCND1,9606.ENSP00000401888,9606.ENSP00000227507,0,0,0,0,0,0,0,0.581,0.581
RAF1,RRAS2,9606.ENSP00000401888,9606.ENSP00000256196,0,0,0,0,0.074,0.707,0.900,0.542,0.985
RAF1,PDGFRB,9606.ENSP00000401888,9606.ENSP00000261799,0,0,0,0.570,0.058,0.635,0,0.311,0.742
RAF1,PIK3R3,9606.ENSP00000401888,9606.ENSP00000262741,0,0,0,0,0.049,0.093,0.900,0.120,0.913
RAF1,MAP2K2,9606.ENSP00000401888,9606.ENSP00000262948,0,0,0,0.575,0.126,0.925,0.900,0.495,0.996
RAF1,PIK3CA,9606.ENSP00000401888,9606.ENSP00000263967,0,0,0,0,0.066,0.069,0.900,0.719,0.972
RAF1,STAT3,9606.ENSP00000401888,9606.ENSP00000264657,0,0,0,0,0.080,0.096,0,0.736,0.762
RAF1,EGF,9606.ENSP00000401888,9606.ENSP00000265171,0,0,0,0,0,0,0,0.603,0.603
RAF1,RASA1,9606.ENSP00000401888,9606.ENSP00000274376,0,0,0,0,0.049,0,0,0.464,0.469
RAF1,EGFR,9606.ENSP00000401888,9606.ENSP00000275493,0,0,0,0.575,0.042,0.645,0,0.590,0.848
RAF1,ARAF,9606.ENSP00000401888,9606.ENSP00000290277,0,0,0.060,0.959,0.064,0.786,0.900,0.803,0.995
RAF1,MAP2K1,9606.ENSP00000401888,9606.ENSP00000302486,0,0,0,0.577,0.131,0.974,0.900,0.970,0.999
RAF1,FOS,9606.ENSP00000401888,9606.ENSP00000306245,0,0,0,0,0,0.096,0,0.487,0.517
RAF1,PRKACA,9606.ENSP00000401888,9606.ENSP00000309591,0,0,0,0.588,0.054,0.088,0.900,0.216,0.923
RAF1,NF1,9606.ENSP00000401888,9606.ENSP00000351015,0,0,0,0,0.049,0.343,0,0.723,0.812
RAF1,RAP1A,9606.ENSP00000401888,9606.ENSP00000358723,0,0,0,0,0.082,0.986,0.900,0.948,0.999
RAF1,GRB2,9606.ENSP00000401888,9606.ENSP00000376345,0,0,0,0,0.074,0.100,0,0.776,0.797
RAF1,SOS 1,9606.ENSP00000401888,9606.ENSP00000384675,0,0,0,0,0.064,0.084,0,0.798,0.812
RAF1,JAK1,9606.ENSP00000401888,9606.ENSP00000499900,0,0,0,0.577,0.101,0.336,0,0.134,0.438
RAF1,MAPK8IP3,9606.ENSP00000401888,9606.ENSP00000481780,0,0,0,0,0.044,0.515,0,0.067,0.530
RAF1,MYC,9606.ENSP00000401888,9606.ENSP00000478887,0,0,0,0,0.055,0.444,0,0.571,0.755
RAF1,PRKCA,9606.ENSP00000401888,9606.ENSP00000408695,0,0,0,0.580,0.042,0.050,0.900,0.199,0.917
RAF1,BRAF,9606.ENSP00000401888,9606.ENSP00000419060,0,0,0.066,0.945,0,0.927,0.900,0.983,0.999
RAP1A,MAPK1,9606.ENSP00000358723,9606.ENSP00000215832,0,0,0,0,0.222,0.098,0.500,0.240,0.698
RAP1A,PIK3R2,9606.ENSP00000358723,9606.ENSP00000222254,0,0,0,0,0.042,0.054,0.900,0.147,0.912
RAP1A,PIK3R3,9606.ENSP00000358723,9606.ENSP00000262741,0,0,0,0,0,0.054,0.900,0.205,0.918
RAP1A,MAP2K2,9606.ENSP00000358723,9606.ENSP00000262948,0,0,0,0,0.049,0.163,0.500,0.206,0.641
RAP1A,PIK3CA,9606.ENSP00000358723,9606.ENSP00000263967,0,0,0,0,0.137,0.148,0.900,0.383,0.948
RAP1A,RAPGEF2,9606.ENSP00000358723,9606.ENSP00000264431,0,0,0,0,0.073,0.639,0.900,0.894,0.996
RAP1A,RASA1,9606.ENSP00000358723,9606.ENSP00000274376,0,0,0,0,0.067,0.099,0,0.880,0.890
RAP1A,RASA2,9606.ENSP00000358723,9606.ENSP00000286364,0,0,0,0,0.049,0.084,0,0.597,0.618
RAP1A,ARAF,9606.ENSP00000358723,9606.ENSP00000290277,0,0,0,0,0.092,0.284,0.900,0.255,0.945
RAP1A,MAP2K1,9606.ENSP00000358723,9606.ENSP00000302486,0,0,0,0,0.144,0.163,0.500,0.310,0.719
RAP1A,PRKACA,9606.ENSP00000358723,9606.ENSP00000309591,0,0,0,0,0.068,0.129,0.900,0.343,0.939
RAP1A,RASGRP2,9606.ENSP00000358723,9606.ENSP00000338864,0,0,0,0,0.044,0.797,0.900,0.712,0.993
RAP1A,NF1,9606.ENSP00000358723,9606.ENSP00000351015,0,0,0,0,0.058,0.320,0,0.249,0.477
RAP1A,MYC,9606.ENSP00000358723,9606.ENSP00000478887,0,0,0,0,0.086,0.045,0,0.490,0.515
RAP1A,RASGRF1,9606.ENSP00000358723,9606.ENSP00000405963,0,0,0,0,0.074,0.157,0,0.528,0.600
RAP1A,GRB2,9606.ENSP00000358723,9606.ENSP00000376345,0,0,0,0,0.104,0.073,0.500,0.336,0.687
RAP1A,SOS 1,9606.ENSP00000358723,9606.ENSP00000384675,0,0,0,0,0.152,0.157,0.500,0.297,0.715
RAP1A,BRAF,9606.ENSP00000358723,9606.ENSP00000419060,0,0,0,0,0.081,0.720,0.900,0.624,0.989
RAP1A,RAF1,9606.ENSP00000358723,9606.ENSP00000401888,0,0,0,0,0.082,0.986,0.900,0.948,0.999
RAPGEF2,RRAS2,9606.ENSP00000264431,9606.ENSP00000256196,0,0,0,0,0.057,0.128,0.900,0.228,0.928
RAPGEF2,BRAF,9606.ENSP00000264431,9606.ENSP00000419060,0,0,0,0,0.236,0.106,0,0.220,0.421
RAPGEF2,RAP1A,9606.ENSP00000264431,9606.ENSP00000358723,0,0,0,0,0.073,0.639,0.900,0.894,0.996
RASA1,MAPK1,9606.ENSP00000274376,9606.ENSP00000215832,0,0,0,0,0.140,0.064,0,0.378,0.456
RASA1,SOS 2,9606.ENSP00000274376,9606.ENSP00000216373,0,0,0,0,0.337,0.092,0,0.522,0.687
RASA1,PIK3R2,9606.ENSP00000274376,9606.ENSP00000222254,0,0,0,0,0.042,0,0,0.503,0.503
RASA1,NFKB1,9606.ENSP00000274376,9606.ENSP00000226574,0,0,0,0,0.049,0.049,0,0.443,0.452
RASA1,RRAS2,9606.ENSP00000274376,9606.ENSP00000256196,0,0,0,0,0.047,0.099,0.900,0.335,0.935
RASA1,PDGFRA,9606.ENSP00000274376,9606.ENSP00000257290,0,0,0,0,0,0.345,0,0.248,0.487
RASA1,PDGFRB,9606.ENSP00000274376,9606.ENSP00000261799,0,0,0,0,0,0.833,0.500,0.850,0.986
RASA1,PIK3CA,9606.ENSP00000274376,9606.ENSP00000263967,0,0,0,0,0.483,0,0,0.448,0.702
RASA1,STAT3,9606.ENSP00000274376,9606.ENSP00000264657,0,0,0,0,0.049,0,0,0.533,0.537
RASA1,EGF,9606.ENSP00000274376,9606.ENSP00000265171,0,0,0,0,0,0,0,0.651,0.651
RASA1,PRKACA,9606.ENSP00000274376,9606.ENSP00000309591,0,0,0,0,0.068,0,0,0.389,0.407
RASA1,MAP4K4,9606.ENSP00000274376,9606.ENSP00000343658,0,0,0,0,0.126,0.292,0,0.138,0.420
RASA1,CSF1R,9606.ENSP00000274376,9606.ENSP00000286301,0,0,0,0,0.065,0.088,0,0.403,0.446
RASA1,MYC,9606.ENSP00000274376,9606.ENSP00000478887,0,0,0,0,0,0,0,0.446,0.446
RASA1,RAF1,9606.ENSP00000274376,9606.ENSP00000401888,0,0,0,0,0.049,0,0,0.464,0.469
RASA1,RASGRP2,9606.ENSP00000274376,9606.ENSP00000338864,0,0,0,0,0,0.091,0,0.481,0.508
RASA1,BRAF,9606.ENSP00000274376,9606.ENSP00000419060,0,0,0,0,0.092,0,0,0.496,0.523
RASA1,MAP2K1,9606.ENSP00000274376,9606.ENSP00000302486,0,0,0,0,0.065,0.070,0,0.495,0.523
RASA1,GRB2,9606.ENSP00000274376,9606.ENSP00000376345,0,0,0,0.659,0.042,0.324,0,0.490,0.641
RASA1,RASA2,9606.ENSP00000274376,9606.ENSP00000286364,0,0,0,0.573,0.060,0.094,0.400,0.545,0.736
RASA1,PRKCA,9606.ENSP00000274376,9606.ENSP00000408695,0,0,0,0,0.067,0.100,0.500,0.501,0.762
RASA1,NF1,9606.ENSP00000274376,9606.ENSP00000351015,0,0,0,0.557,0.108,0.126,0.400,0.640,0.809
RASA1,RAP1A,9606.ENSP00000274376,9606.ENSP00000358723,0,0,0,0,0.067,0.099,0,0.880,0.890
RASA1,SOS 1,9606.ENSP00000274376,9606.ENSP00000384675,0,0,0,0,0.436,0.092,0,0.890,0.939
RASA1,EGFR,9606.ENSP00000274376,9606.ENSP00000275493,0,0,0,0,0.042,0.716,0,0.901,0.970
RASA2,SOS 2,9606.ENSP00000286364,9606.ENSP00000216373,0,0,0,0,0.086,0,0,0.603,0.622
RASA2,RRAS2,9606.ENSP00000286364,9606.ENSP00000256196,0,0,0,0,0.042,0.084,0.900,0.327,0.933
RASA2,MAP2K2,9606.ENSP00000286364,9606.ENSP00000262948,0,0,0,0,0,0,0,0.510,0.510
RASA2,RASA1,9606.ENSP00000286364,9606.ENSP00000274376,0,0,0,0.573,0.060,0.094,0.400,0.545,0.736
RASA2,GNA12,9606.ENSP00000286364,9606.ENSP00000275364,0,0,0,0,0.086,0.048,0.900,0.168,0.917
RASA2,MAP2K1,9606.ENSP00000286364,9606.ENSP00000302486,0,0,0,0,0.049,0,0,0.467,0.471
RASA2,BRAF,9606.ENSP00000286364,9606.ENSP00000419060,0,0,0,0,0.095,0.045,0,0.502,0.532
